orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,2015_rbtc_colle,2015__transfused_blood,2015_donated_blood_units,2015_blood_other_sources,2015_no_of_units_requested_from_other_transfusing_hospi,2015__blood_units_received_from_moh_706blood_transfusio,2015_moh_706_blood_units_transfused,2016_rbtc_colle,2016__transfused_blood,2016_donated_blood_units,2016_blood_other_sources,2016_no_of_units_requested_from_other_transfusing_hospi,2016__blood_units_received_from_moh_706blood_transfusio,2016_moh_706_blood_units_transfused,2017_rbtc_colle,2017__transfused_blood,2017_donated_blood_units,2017_blood_other_sources,2017_no_of_units_requested_from_other_transfusing_hospi,2017__blood_units_received_from_moh_706blood_transfusio,2017_moh_706_blood_units_transfused,2018_rbtc_colle,2018__transfused_blood,2018_donated_blood_units,2018_blood_other_sources,2018_no_of_units_requested_from_other_transfusing_hospi,2018__blood_units_received_from_moh_706blood_transfusio,2018_moh_706_blood_units_transfused,2019_rbtc_colle,2019__transfused_blood,2019_donated_blood_units,2019_blood_other_sources,2019_no_of_units_requested_from_other_transfusing_hospi,2019__blood_units_received_from_moh_706blood_transfusio,2019_moh_706_blood_units_transfused
Kenya,Nairobi County,Roysambu Sub County,Githurai Ward,Selma medical clinic,CRakHmnQCHC,Selma medical clinic,20304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Roysambu Sub County,Roysambu Ward,Silwan Fountain Treatment Recovery Centre,uvly8fSi6ih,Silwan Fountain Treatment Recovery Centre,24697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Roysambu Sub County,Githurai Ward,Smilestar Medical Services & Dental Care,Nr0vtpx3F2K,Smilestar Medical Services & Dental Care,22790.0,Situated Githurai 45 -Gumba Road(opposite St. Johns Hospital),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Roysambu Sub County,Githurai Ward,St Annes Medical Health Centre,PBr6C57XDan,St Annes Medical Health Centre,13196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Roysambu Sub County,Githurai Ward,St John Hospital,HiYExi21bCp,St John Hospital,13205.0,,,,,,,0.0,0.0,,,,,,8.0,0.0,,,,,,28.0,,,,,,,162.0,,,,,,,161.0,63.0
Kenya,Nairobi County,Roysambu Sub County,Kahawa West Ward,St Joseph Mukasa Dispensary,ZYF5HlmIFYp,St Joseph Mukasa Dispensary,13208.0,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0
Kenya,Nairobi County,Roysambu Sub County,Zimmerman Ward,St Louis Community Hospital,SLaDzpBqQ87,St Louis Community Hospital,19280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Roysambu Sub County,Githurai Ward,St Mary's Health Services,ymQ38wfUUFK,St Mary's Health Services,13217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Roysambu Sub County,Kahawa West Ward,St Michael Community Nursing Home,gGgqJDWro4L,St Michael Community Nursing Home,19332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Roysambu Sub County,Roysambu Ward,SWOP Thika Road VCT,VgZpqrxhRPh,SWOP Thika Road VCT,18896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Roysambu Sub County,Roysambu Ward,The Mater Hospital-Satelite Clinic(TRM),mSJ2nuDLoS4,The Mater Hospital-Satelite Clinic(TRM),22938.0,Situated off Thika rd TRM building(Roysambu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Roysambu Sub County,Zimmerman Ward,The St. Mary Intergrated Medical Centre,sRomb87032h,The St. Mary Intergrated Medical Centre,25458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Roysambu Sub County,Roysambu Ward,United States International University VCT Centre,T9wI1fsZ2eZ,United States International University VCT Centre,19948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Roysambu Sub County,Zimmerman Ward,Zimmerbreeze Medical Clinic,PUFbUoEJuKk,Zimmerbreeze Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Roysambu Sub County,Zimmerman Ward,Zimmerman Medical Dispensary,BdROQCWt6jY,Zimmerman Medical Dispensary,13261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Babandogo Ward,Access Afya Baba dogo,yuyg7KFTgJa,Access Afya Baba dogo,25648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Babandogo Ward,Access Afya Baba dogo,zM0XC6stWH9,Access Afya Baba dogo,25649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Babandogo Ward,Access Afya Baba dogo,TxvRfVLh1yk,Access Afya Baba dogo,25650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Babandogo Ward,Avenue Health Care (Garden City Mall),wY8uknrqbIY,Avenue Health Care (Garden City Mall),22332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Babandogo Ward,Babadogo (EDARP),CzGqegvtcf5,Babadogo (EDARP),12875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Babandogo Ward,Babadogo Health Centre,obSn4iRC7wn,Babadogo Health Centre,12876.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Babandogo Ward,Babadogo Medical Health Centre,HHIUz7tmFmc,Babadogo Medical Health Centre,12877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Bar Hostess Empowerment Support Program VCT,KZuvBDivc8U,Bar Hostess Empowerment Support Program VCT,18468.0,standalone VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Utalii Ward,Baraka Dispensary (Nairobi),tBD7EcDrqR8,Baraka Dispensary (Nairobi),12881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Babandogo Ward,Centres For Community Health Care Access,syzm5vhsDQU,Centres For Community Health Care Access,24699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Closed_Duplicate_Bar Hostess Empowerment and Support Programme (Makadara),VWDrwYWrGdF,Closed_Duplicate_Bar Hostess Empowerment and Support Programme (Makadara),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Korogocho Ward,Comboni Missionary Sisters Health Program,RU75jjHO1TV,Comboni Missionary Sisters Health Program,18745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Utalii Ward,Drive-In Nursing Hospital (Ruaraka),ujApuVtZafA,Drive-In Nursing Hospital (Ruaraka),23855.0,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Drugnet Medical centre,y8YiZv512Nr,Drugnet Medical centre,20234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Utalii Ward,Gsu Hq Dispensary (Ruaraka),TKkmK0wUz7B,Gsu Hq Dispensary (Ruaraka),12963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Babandogo Ward,Hope Med C,hV3DHVI0Drc,Hope Med C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Utalii Ward,Hope Worldwide Kenya(Mathare -Utalii),YijUlMZ4JTq,Hope Worldwide Kenya(Mathare -Utalii),24698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Korogocho Ward,Kenwa VCT,xcQWnKcRGCT,Kenwa VCT,,Standalone VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Utalii Ward,Kenya Utalii Dispensary,wJCMlwmphsy,Kenya Utalii Dispensary,13022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Kenya Windows & Ophan's Support Programme,oh9D8ibHREx,Kenya Windows & Ophan's Support Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Korogocho Ward,Korogocho Health Centre,UF9HJO258Yp,Korogocho Health Centre,18895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Korogocho Ward,LVCT Korogocho,dyaD543sv7F,LVCT Korogocho,25575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Utalii Ward,Makwak Comm Clinic,RP8vfOjq3gK,Makwak Comm Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Marura Nursing Home,DAovPvkpsUa,Marura Nursing Home,13070.0,,62.0,103.0,,14.0,,21.0,20.0,,,,,,72.0,13.0,,,,,,116.0,115.0,,,,,,118.0,109.0,,,,,,49.0,70.0
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Mathare North Health Centre,Ea0rQYGCbYx,Mathare North Health Centre,13077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Lucky Summer Ward,Mercylight Hospital (Lucky Summer),ZPqh3MgjPrl,Mercylight Hospital (Lucky Summer),22170.0,situated along Lucky Summer Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Korogocho Ward,Mwangaza Ulio Na Tumaini,TblKjH1ctLD,Mwangaza Ulio Na Tumaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Utalii Ward,National Youth Service Hq Dispensary (Ruaraka),Rvu6KPuh0ci,National Youth Service Hq Dispensary (Ruaraka),13130.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Lucky Summer Ward,Nelly Medical centre,hR8ViHsFxBj,Nelly Medical centre,22169.0,located in Lucky Summer near Mercylight Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Babandogo Ward,Ngumba Medical Centre,eHM22i30viY,Ngumba Medical Centre,19236.0,medical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Utalii Ward,Nsis Health Centre (Ruaraka),HPVki5IAw86,Nsis Health Centre (Ruaraka),13127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Utalii Ward,Nuffield Nursing Home,CSb90eTzexa,Nuffield Nursing Home,13128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Utalii Ward,NYS Eng Clinic,YliVyAc25i0,NYS Eng Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Pascal Kip Health Diagnostics,NG16HmO6PE0,Pascal Kip Health Diagnostics,26112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Penda Medical Center - Mathare North,B8Alc7QdKee,Penda Medical Center - Mathare North,25722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Lucky Summer Ward,Penda Medical Centre - Lucky Summer,on3DHdDBJpz,Penda Medical Centre - Lucky Summer,25721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Korogocho Ward,Provide Inter Math Dispensary,iwAu4SRuzo5,Provide Inter Math Dispensary,13149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Korogocho Ward,Provide International Korogocho,QOy589NgDHb,Provide International Korogocho,13150.0,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,7.0,
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Providence Medical Centre (Mathare North),r3OKqK8oIuE,Providence Medical Centre (Mathare North),22172.0,"facilty situated in mathare North Ward, near DO's office,opposite Ruaraka high school.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Babandogo Ward,Redemeed Health Centre,PFlt1dcEN7W,Redemeed Health Centre,13160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Rema Medical Services-Mathare North,Ypt1boc2Tts,Rema Medical Services-Mathare North,24218.0,Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Royal Victory Hospital,bkGFM2KbHsu,Royal Victory Hospital,25627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Royal Victory Hospital,t0mIMzOEjGY,Royal Victory Hospital,25628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Royal Victory Hospital,zmrqRTJRNjb,Royal Victory Hospital,25629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Royal Victory Hospital,ODASuIS8Pif,Royal Victory Hospital,25630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Royal Victory Hospital,lEQrDuOdpxs,Royal Victory Hospital,25631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Mathare North Ward,Royal Victory Hospital,qcEHPE2sV7D,Royal Victory Hospital,25632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Babandogo Ward,Ruaraka Clinic,fNVYEyxjawL,Ruaraka Clinic,13172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Babandogo Ward,Ruaraka Uhai Neema Hospital,pk6P7fleFU8,Ruaraka Uhai Neema Hospital,18485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,176.0,,,,,,302.0,270.0
Kenya,Nairobi County,Ruaraka Sub County,Lucky Summer Ward,SafiWays Health care,UcVpb9UZK0o,SafiWays Health care,24217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Babandogo Ward,Sinohydro VCT,HXLR4WlkmvC,Sinohydro VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Utalii Ward,St Philips Health Centre,o8YG9qofWiL,St Philips Health Centre,13224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Lucky Summer Ward,Star General Medical Centre,wF58Wjsjp87,Star General Medical Centre,23334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Utalii Ward,The Agha Khan Medical Centre-Rigeways(Kiambu Rd.),OcLs4jE4C5w,The Agha Khan Medical Centre-Rigeways(Kiambu Rd.),22176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Ruaraka Sub County,Utalii Ward,Uzima Dispensary,yY09wUgxTvI,Uzima Dispensary,13246.0,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,5.0,0.0,,,,,,12.0,2.0
Kenya,Nairobi County,Ruaraka Sub County,Korogocho Ward,Vision Peoples Inter Health Centre,vrBlqdmJfiM,Vision Peoples Inter Health Centre,13248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,West Seme Ward,Alluc Medical Centre,xxmtlMVrq0O,Alluc Medical Centre,24197.0,Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,West Seme Ward,Arito Langi Health Centre,kOFBpSMhe9h,Arito Langi Health Centre,13484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,West Seme Ward,Asat Beach Dispensary,GiQGODA5NZB,Asat Beach Dispensary,13487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,North Seme Ward,Bar Korwa Health Centre,lq9mb305HDu,Bar Korwa Health Centre,13498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,Central Seme Ward,Bodi Health Centre,gYaEWAxDwbL,Bodi Health Centre,13503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,North Seme Ward,Bongu Konyango Dispensary,x6bSboDXpcN,Bongu Konyango Dispensary,22192.0,Located in west katieno sublocation kogundo village about 4km from Bar korwa market.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,Central Seme Ward,Dago Jonyo Dispensary,IDDFhT4VRj1,Dago Jonyo Dispensary,20377.0,Dispensary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,Central Seme Ward,Kolenyo Health Centre,tHIuPy0T8F8,Kolenyo Health Centre,17172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,Central Seme Ward,Kombewa County Referral Hospital,tMymqzXY5dg,Kombewa County Referral Hospital,13714.0,Located on the Kisumu Bondo road,243.0,259.0,,11.0,,250.0,272.0,17.0,13.0,,,,334.0,306.0,,,,,,87.0,61.0,,,,,,245.0,247.0,,,,,,197.0,196.0
Kenya,Kisumu County,Seme Sub County,North Seme Ward,Korwenje Dispensary,j6QLHcTeO6f,Korwenje Dispensary,13720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,East Seme Ward,Kuoyo Kaila Health Centre,TAPp4w4qSDy,Kuoyo Kaila Health Centre,17171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,East Seme Ward,Langi Kawino Dispensary,QTbpZ8fdTZG,Langi Kawino Dispensary,18250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,Central Seme Ward,Lolwe Dispensary,ttSQ3WmIuow,Lolwe Dispensary,21262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,West Seme Ward,Manyuanda Sub county Hospital,gzocEzWT73W,Manyuanda Sub county Hospital,13770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,Central Seme Ward,Melkasons Clinic,gH2xbv4PEuL,Melkasons Clinic,18290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,East Seme Ward,Miranga Sub County Hospital,ibwx3O2yztO,Miranga Sub County Hospital,13810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,North Seme Ward,Nduru Kadero Health Centre,VNthlMGjt7T,Nduru Kadero Health Centre,13848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,East Seme Ward,Onyinjo Dispensary,bDWpyLyczKC,Onyinjo Dispensary,17173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,West Seme Ward,Opapla Health Centre,zeG49V2oKJ1,Opapla Health Centre,13990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,North Seme Ward,Oriang Kanyadwera Dispensary,IDjYKFT9aaF,Oriang Kanyadwera Dispensary,18422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,West Seme Ward,Oriang' Alwala Dispensary,Btt2n49zIB0,Oriang' Alwala Dispensary,18086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,West Seme Ward,Osewre Dispensary,y1WqAJwDmmi,Osewre Dispensary,20069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,North Seme Ward,Otieno Owala Health Centre,Ln42hVA1Qpk,Otieno Owala Health Centre,20024.0,Dispensary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,North Seme Ward,Ratta Health Centre,aTQwZSIIxPA,Ratta Health Centre,14040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,East Seme Ward,Rodi Health Centre,xOk8BwV5Uta,Rodi Health Centre,14057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Seme Sub County,West Seme Ward,Shalom Reru Medical Clinic,lr77VokwIqJ,Shalom Reru Medical Clinic,20028.0,Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,AAR City Centre Clinic,DX1UYTb1erh,AAR City Centre Clinic,12861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,Access Afya Kenya Medical Clinic,fULRjpCPoum,Access Afya Kenya Medical Clinic,19467.0,South B Shopping Centre Aoko Road Near ACK ST Veronica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Aga Khan University Hospital (Capital Centre),oT4EbqEJIS9,Aga Khan University Hospital (Capital Centre),20404.0,Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,Balozi Hospital LTD,JeqO3sy8LK9,Balozi Hospital LTD,22995.0,Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Bethel Medical Clinic,NHsfMYHcIrw,Bethel Medical Clinic,12882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Burhani Nursing Home,KSgrtxl3FGy,Burhani Nursing Home,24243.0,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Canaan Health Providers (Nairobi),zYhuIBE2kez,Canaan Health Providers (Nairobi),12890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Central Bank Staff Clinic,lBBHTp1cIuw,Central Bank Staff Clinic,19974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,City Health Limited,dUhQCoXED9R,City Health Limited,23508.0,Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Clinix Health Care,SRt7n9lCXh4,Clinix Health Care,23886.0,Clinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Closed_Duplicate_Medina Health Centre,C90xbsP52u7,Closed_Duplicate_Medina Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Closed_Duplicate_Pangani Dispensary,AkLB9cuEdIP,Closed_Duplicate_Pangani Dispensary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Community Health Foundation,GsteDv3IptG,Community Health Foundation,12901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Crescent Medical Aid (Jamia) Murang'a Road,fLVoXRdM7eZ,Crescent Medical Aid (Jamia) Murang'a Road,12899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Crescent Medical Aid (Pangani),oGtbkGSP4pa,Crescent Medical Aid (Pangani),12900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,Crescent Medical Aid Kenya,MbcHDqTu68E,Crescent Medical Aid Kenya,13100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Dr Oduori,W636tEhhUt9,Dr Oduori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Dr Opondo,dpEpDxooFzG,Dr Opondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Easton Pharmacy (Uchumi House),DlLmXKwhQLJ,Easton Pharmacy (Uchumi House),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Easton Pharmacy (Uchumi House),NLpX6Wbdcpp,Easton Pharmacy (Uchumi House),23861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
